Age,Gender,MaritalStatus,Education,EducationField,JobRole,Department,BusinessTravel,MonthlyIncome,DistanceFromHome,JobSatisfaction,JobInvolvement,RelationshipSatisfaction,PerformanceRating,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Churn
36,Male,Married,Master,Life Sciences,Laboratory Technician,Research & Development,Travel_Frequently,5562,6,Low,Very High,Very High,Excellent,3,2,0,2,No
42,Male,Single,College,Other,Manager,Research & Development,Travel_Rarely,19613,9,Very High,Medium,Very High,Outstanding,1,0,0,1,No
35,Male,Married,Bachelor,Life Sciences,Laboratory Technician,Research & Development,Travel_Rarely,3407,28,High,Very High,Very High,Excellent,10,9,6,8,No
34,Male,Married,Master,Technical Degree,Healthcare Representative,Research & Development,Travel_Frequently,5063,10,High,Medium,Medium,Excellent,8,2,7,7,No
40,Female,Married,College,Life Sciences,Sales Executive,Sales,Travel_Rarely,4639,14,Low,High,High,Excellent,5,4,1,2,No
43,Male,Divorced,Bachelor,Technical Degree,Laboratory Technician,Research & Development,Travel_Rarely,4876,27,Medium,Very High,High,Excellent,6,4,0,2,No
35,Male,Married,College,Life Sciences,Laboratory Technician,Research & Development,Travel_Rarely,2690,7,Very High,Medium,Very High,Excellent,1,0,0,1,No
46,Male,Single,Master,Life Sciences,Manager,Sales,Travel_Rarely,17567,1,Low,Very High,Medium,Excellent,26,0,0,12,No
28,Male,Married,Bachelor,Medical,Laboratory Technician,Research & Development,Travel_Rarely,2408,24,Medium,High,High,Excellent,1,1,0,0,Yes
22,Female,Married,College,Other,Research Scientist,Research & Development,Non-Travel,2814,26,High,Medium,Medium,Excellent,4,2,1,3,No
50,Male,Married,Doctor,Medical,Healthcare Representative,Research & Development,Travel_Frequently,11245,20,High,High,High,Excellent,30,8,12,13,No
32,Female,Married,Master,Other,Research Scientist,Research & Development,Travel_Rarely,3312,5,Very High,Very High,Very High,Excellent,3,2,0,2,No
44,Female,Divorced,Bachelor,Medical,Research Director,Research & Development,Travel_Rarely,19049,7,Very High,High,Very High,Excellent,22,7,1,10,No
30,Male,Married,Bachelor,Medical,Research Scientist,Research & Development,Travel_Rarely,2141,7,Medium,Medium,Medium,Excellent,6,4,1,1,No
45,Female,Single,Doctor,Medical,Laboratory Technician,Research & Development,Travel_Rarely,5769,5,Low,Low,Low,Excellent,10,7,1,4,No
45,Male,Married,Bachelor,Marketing,Sales Executive,Sales,Non-Travel,4385,26,Low,Medium,Low,Excellent,10,7,4,5,No
31,Male,Single,Master,Other,Sales Executive,Sales,Travel_Frequently,5332,2,Low,High,Very High,Excellent,5,2,0,3,No
36,Female,Married,Master,Life Sciences,Manufacturing Director,Research & Development,Travel_Rarely,4663,12,High,High,Medium,Excellent,3,2,1,1,No
34,Male,Divorced,Master,Life Sciences,Manufacturing Director,Research & Development,Travel_Frequently,4724,10,Very High,Very High,Low,Excellent,9,7,7,2,No
49,Female,Married,Master,Life Sciences,Laboratory Technician,Research & Development,Travel_Rarely,3211,25,Low,High,Very High,Excellent,9,6,1,4,No
39,Male,Married,Doctor,Medical,Manufacturing Director,Research & Development,Travel_Rarely,5377,10,Low,High,Very High,Excellent,7,7,7,7,No
27,Male,Divorced,Bachelor,Other,Laboratory Technician,Research & Development,Travel_Rarely,4066,19,Low,Medium,Low,Excellent,7,7,0,7,No
35,Male,Married,Doctor,Life Sciences,Research Scientist,Research & Development,Travel_Rarely,5208,18,Low,Very High,Very High,Excellent,16,15,1,10,No
28,Female,Divorced,Bachelor,Medical,Manufacturing Director,Research & Development,Travel_Rarely,4877,27,Low,Low,Medium,Outstanding,5,3,0,0,No
21,Male,Single,Below College,Medical,Research Scientist,Research & Development,Travel_Rarely,3117,5,Very High,High,High,Excellent,2,2,2,2,No
18,Female,Single,College,Medical,Sales Representative,Sales,Travel_Frequently,1569,3,Very High,High,High,Excellent,0,0,0,0,Yes
47,Female,Married,Master,Life Sciences,Manager,Human Resources,Travel_Rarely,19658,26,High,High,High,Excellent,5,2,1,0,No
39,Male,Divorced,College,Medical,Laboratory Technician,Research & Development,Travel_Rarely,3069,3,High,Medium,Very High,Excellent,10,8,0,7,No
40,Female,Married,Bachelor,Life Sciences,Manufacturing Director,Research & Development,Travel_Rarely,10435,15,High,Medium,Very High,Excellent,18,15,14,12,No
35,Female,Married,Master,Life Sciences,Healthcare Representative,Research & Development,Non-Travel,4148,8,High,High,Very High,Excellent,14,11,2,9,No
37,Male,Married,Bachelor,Life Sciences,Manufacturing Director,Research & Development,Travel_Rarely,5768,19,High,High,Low,Excellent,4,3,0,2,No
39,Female,Single,Bachelor,Medical,Manufacturing Director,Research & Development,Travel_Frequently,5042,4,High,High,Very High,Excellent,9,2,3,8,No
45,Female,Divorced,College,Other,Manufacturing Director,Research & Development,Travel_Rarely,5770,2,Very High,Medium,Low,Excellent,10,7,3,9,No
38,Female,Married,College,Medical,Manufacturing Director,Research & Development,Travel_Rarely,7756,2,High,Medium,Very High,Excellent,5,4,0,2,No
35,Male,Married,Bachelor,Medical,Sales Executive,Sales,Travel_Rarely,10306,10,Low,Medium,High,Excellent,13,12,6,0,Yes
37,Female,Married,Bachelor,Medical,Research Scientist,Research & Development,Travel_Rarely,3936,10,Medium,High,Low,Excellent,8,4,7,7,No
40,Female,Single,Bachelor,Life Sciences,Manufacturing Director,Research & Development,Travel_Rarely,7945,16,Very High,High,Very High,Excellent,4,2,3,3,No
44,Male,Married,Doctor,Human Resources,Human Resources,Human Resources,Travel_Frequently,5743,1,Very High,High,High,Excellent,10,7,0,2,No
48,Male,Married,Doctor,Medical,Manager,Research & Development,Travel_Frequently,15202,4,Very High,Medium,Medium,Outstanding,2,2,2,2,No
35,Male,Divorced,College,Medical,Sales Executive,Sales,Travel_Rarely,5440,15,Very High,Low,Very High,Excellent,2,2,2,2,Yes
24,Female,Single,Below College,Technical Degree,Research Scientist,Research & Development,Travel_Frequently,3760,2,Very High,High,High,Excellent,6,3,1,3,No
27,Female,Married,Bachelor,Medical,Research Scientist,Research & Development,Travel_Rarely,3517,8,High,Very High,Low,Excellent,3,2,0,2,No
27,Male,Single,Bachelor,Medical,Research Scientist,Research & Development,Travel_Frequently,2580,2,Very High,High,High,Excellent,4,2,1,2,No
40,Male,Single,Bachelor,Life Sciences,Laboratory Technician,Research & Development,Travel_Rarely,2166,7,Low,High,Medium,Excellent,4,2,0,3,Yes
29,Male,Single,Bachelor,Medical,Sales Executive,Sales,Travel_Rarely,5869,10,High,Medium,High,Excellent,5,2,1,4,No
36,Female,Married,Master,Life Sciences,Healthcare Representative,Research & Development,Travel_Rarely,8008,5,Low,High,High,Excellent,3,2,0,2,No
25,Male,Divorced,Below College,Life Sciences,Manufacturing Director,Research & Development,Travel_Frequently,5206,2,High,Very High,High,Excellent,7,7,0,7,No
39,Male,Married,Bachelor,Medical,Manufacturing Director,Research & Development,Travel_Rarely,5295,12,Medium,High,High,Outstanding,5,4,1,0,No
49,Female,Married,Master,Other,Research Director,Research & Development,Travel_Rarely,16413,22,Medium,High,Medium,Excellent,4,2,1,2,No
50,Female,Divorced,Doctor,Life Sciences,Research Director,Research & Development,Travel_Rarely,13269,17,Low,Medium,High,Excellent,14,11,1,11,No
20,Female,Single,Bachelor,Medical,Sales Representative,Sales,Travel_Rarely,2783,2,High,High,Low,Excellent,2,2,2,2,No
34,Female,Divorced,Bachelor,Life Sciences,Research Scientist,Research & Development,Travel_Rarely,5433,3,Medium,High,High,Excellent,11,8,7,9,No
36,Male,Single,Bachelor,Life Sciences,Laboratory Technician,Research & Development,Travel_Rarely,2013,7,Medium,High,High,Excellent,4,3,1,3,No
49,Female,Married,Below College,Life Sciences,Healthcare Representative,Research & Development,Travel_Rarely,13966,6,High,Medium,Medium,Excellent,15,11,2,12,No
36,Female,Married,Master,Medical,Manufacturing Director,Research & Development,Non-Travel,4374,1,High,Medium,High,Excellent,3,2,1,2,No
36,Male,Divorced,College,Life Sciences,Healthcare Representative,Research & Development,Travel_Rarely,6842,3,Low,Very High,Low,Outstanding,5,4,0,4,No
54,Female,Married,Doctor,Medical,Manager,Research & Development,Travel_Rarely,17426,22,High,High,High,Outstanding,10,8,4,7,No
43,Male,Married,College,Life Sciences,Research Director,Research & Development,Travel_Rarely,17603,15,High,Medium,Low,Outstanding,14,10,6,11,No
35,Male,Single,Master,Other,Sales Executive,Sales,Travel_Frequently,4581,12,Very High,High,Low,Outstanding,11,9,6,7,Yes
38,Male,Married,Bachelor,Life Sciences,Research Scientist,Research & Development,Travel_Frequently,4735,1,Very High,High,Very High,Excellent,13,11,2,9,No
29,Male,Divorced,Bachelor,Medical,Sales Executive,Sales,Travel_Rarely,4187,5,Medium,Medium,Medium,Excellent,10,0,0,9,No
33,Male,Divorced,Master,Medical,Sales Executive,Sales,Travel_Rarely,5505,2,Very High,High,High,Excellent,6,2,0,4,No
32,Male,Divorced,Bachelor,Medical,Research Scientist,Research & Development,Travel_Rarely,5470,2,Medium,High,High,Excellent,9,5,1,6,No
31,Female,Married,Master,Life Sciences,Sales Executive,Sales,Travel_Rarely,5476,5,Very High,High,Low,Excellent,10,0,0,2,No
49,Female,Divorced,Bachelor,Medical,Laboratory Technician,Research & Development,Travel_Rarely,2587,16,Low,High,Medium,Excellent,2,2,2,2,No
38,Female,Single,Bachelor,Medical,Laboratory Technician,Research & Development,Travel_Frequently,2440,2,Medium,Medium,Medium,Outstanding,4,3,3,3,No
47,Female,Divorced,Master,Life Sciences,Manager,Sales,Travel_Rarely,15972,2,Medium,Very High,High,Excellent,3,2,1,2,No
49,Male,Single,Bachelor,Life Sciences,Manager,Research & Development,Travel_Rarely,15379,1,High,High,Low,Excellent,8,7,0,0,No
41,Male,Single,College,Life Sciences,Sales Executive,Sales,Travel_Rarely,7082,23,High,High,Very High,Excellent,2,0,0,2,No
20,Male,Single,Below College,Life Sciences,Sales Representative,Sales,Travel_Rarely,2728,9,Low,High,Low,Excellent,2,2,0,2,No
33,Female,Divorced,Bachelor,Life Sciences,Sales Executive,Sales,Non-Travel,5368,16,Very High,High,High,Outstanding,6,5,1,2,No
36,Male,Married,Master,Life Sciences,Healthcare Representative,Research & Development,Travel_Rarely,5347,26,High,High,Medium,Excellent,3,2,0,2,No
44,Female,Divorced,Bachelor,Life Sciences,Human Resources,Human Resources,Travel_Rarely,3195,1,Very High,High,Low,Excellent,2,2,2,2,No
23,Male,Single,Below College,Medical,Laboratory Technician,Research & Development,Travel_Rarely,3989,8,High,Medium,Low,Excellent,5,4,1,2,Yes
38,Female,Married,College,Medical,Laboratory Technician,Research & Development,Travel_Rarely,3306,4,High,High,Very High,Excellent,0,0,0,0,No
53,Male,Married,Master,Medical,Healthcare Representative,Research & Development,Travel_Rarely,7005,24,Very High,Very High,High,Excellent,4,3,1,2,No
48,Female,Married,College,Medical,Sales Representative,Sales,Travel_Frequently,2655,7,High,High,High,Excellent,9,7,7,7,Yes
32,Male,Single,Master,Life Sciences,Laboratory Technician,Research & Development,Travel_Rarely,1393,2,Medium,High,Low,Excellent,1,0,0,0,Yes
26,Male,Single,Bachelor,Medical,Laboratory Technician,Research & Development,Non-Travel,2570,7,Very High,High,High,Outstanding,7,7,5,7,No
55,Male,Divorced,Bachelor,Technical Degree,Research Scientist,Research & Development,Travel_Rarely,3537,22,Medium,Medium,Very High,Excellent,4,2,1,2,No
34,Male,Married,College,Medical,Laboratory Technician,Research & Development,Travel_Rarely,3986,5,Very High,Medium,High,Excellent,15,10,4,13,No
60,Male,Divorced,Master,Medical,Healthcare Representative,Research & Development,Travel_Rarely,10883,1,Very High,Low,High,Outstanding,1,0,0,0,No
33,Male,Married,Bachelor,Medical,Laboratory Technician,Research & Development,Travel_Rarely,2028,21,Medium,Very High,Very High,Excellent,14,11,2,13,No
37,Male,Divorced,Master,Medical,Sales Executive,Sales,Travel_Frequently,9525,1,Very High,Low,High,Excellent,6,3,1,3,No
34,Female,Married,Bachelor,Life Sciences,Research Scientist,Research & Development,Travel_Rarely,2929,19,Very High,Medium,Medium,Excellent,10,9,8,7,No
23,Male,Divorced,Bachelor,Life Sciences,Sales Representative,Sales,Travel_Rarely,2275,7,Very High,High,Medium,Outstanding,3,2,0,2,Yes
44,Female,Married,Bachelor,Life Sciences,Healthcare Representative,Research & Development,Travel_Rarely,7879,2,Very High,Very High,Medium,Excellent,8,7,6,7,No
35,Male,Single,Master,Medical,Research Scientist,Research & Development,Travel_Frequently,4930,2,Very High,Medium,High,Excellent,5,4,1,4,No
43,Male,Married,Bachelor,Medical,Sales Executive,Sales,Travel_Rarely,7847,2,Very High,High,Low,Excellent,10,9,8,8,No
24,Male,Married,Bachelor,Medical,Research Scientist,Research & Development,Travel_Rarely,4401,9,High,Very High,Very High,Excellent,5,3,0,4,No
41,Male,Single,Bachelor,Marketing,Sales Executive,Sales,Travel_Rarely,9241,6,High,High,Medium,Excellent,10,8,8,7,No
29,Female,Married,Master,Medical,Laboratory Technician,Research & Development,Travel_Rarely,2974,9,High,High,High,Excellent,5,3,1,2,No
36,Female,Single,Master,Life Sciences,Sales Representative,Sales,Travel_Rarely,4502,2,Very High,High,High,Excellent,13,7,6,7,No
45,Male,Married,Below College,Life Sciences,Healthcare Representative,Research & Development,Non-Travel,10748,1,High,Medium,Very High,Outstanding,23,15,14,4,No
24,Male,Married,Below College,Human Resources,Human Resources,Human Resources,Travel_Rarely,1555,22,High,Low,High,Excellent,1,0,0,0,Yes
47,Male,Married,Bachelor,Life Sciences,Sales Executive,Sales,Travel_Frequently,12936,9,High,Low,High,Excellent,23,5,14,10,Yes
26,Male,Married,Master,Medical,Laboratory Technician,Research & Development,Travel_Rarely,2305,17,High,Low,High,Excellent,3,2,0,2,No
45,Female,Single,College,Technical Degree,Research Director,Research & Development,Travel_Rarely,16704,28,Medium,Medium,High,Excellent,21,6,8,6,No
32,Male,Married,Bachelor,Life Sciences,Research Scientist,Research & Development,Travel_Frequently,3433,10,High,High,Low,Excellent,5,2,1,3,No
31,Male,Married,Master,Life Sciences,Laboratory Technician,Research & Development,Travel_Rarely,3477,2,High,High,Very High,Excellent,5,2,0,3,No
41,Male,Married,Bachelor,Human Resources,Human Resources,Human Resources,Non-Travel,6430,4,Medium,Low,Medium,Excellent,3,2,1,2,No
40,Female,Married,College,Life Sciences,Manufacturing Director,Research & Development,Travel_Rarely,6516,8,Low,High,Medium,Excellent,1,0,0,0,No
24,Male,Divorced,Below College,Medical,Laboratory Technician,Research & Development,Travel_Rarely,3907,29,Low,High,Medium,Excellent,6,2,1,2,No
46,Male,Single,Master,Life Sciences,Healthcare Representative,Research & Development,Travel_Rarely,5562,13,Medium,High,Very High,Excellent,10,7,0,9,No
35,Male,Married,Master,Life Sciences,Manufacturing Director,Research & Development,Travel_Rarely,6883,27,High,High,Medium,Excellent,7,7,0,7,No
30,Male,Married,Below College,Life Sciences,Research Scientist,Research & Development,Travel_Rarely,2862,16,Very High,High,Medium,Excellent,10,0,0,8,No
47,Male,Married,Master,Marketing,Sales Executive,Sales,Non-Travel,4978,2,Medium,High,Very High,Excellent,1,0,0,0,No
46,Male,Divorced,Bachelor,Life Sciences,Sales Executive,Sales,Travel_Rarely,10368,2,Very High,High,Medium,Excellent,10,6,0,3,No
36,Male,Divorced,Doctor,Marketing,Sales Executive,Sales,Travel_Rarely,6134,13,Low,Medium,Medium,Excellent,2,2,2,2,Yes
32,Male,Single,College,Life Sciences,Sales Executive,Sales,Travel_Rarely,6735,1,Medium,Low,Medium,Excellent,0,0,0,0,Yes
23,Female,Single,Below College,Medical,Laboratory Technician,Research & Development,Travel_Rarely,3295,4,Medium,High,High,Excellent,3,2,1,2,No
31,Female,Single,Below College,Technical Degree,Manufacturing Director,Research & Development,Travel_Frequently,5238,24,Very High,High,Very High,Outstanding,5,4,1,4,No
39,Male,Married,Bachelor,Life Sciences,Laboratory Technician,Research & Development,Non-Travel,6472,1,Very High,High,Very High,Excellent,9,8,5,8,No
32,Male,Married,Bachelor,Life Sciences,Sales Executive,Sales,Travel_Rarely,9610,19,High,Low,High,Excellent,4,3,0,2,No
40,Male,Single,Master,Medical,Manager,Sales,Travel_Rarely,19833,7,Medium,High,Medium,Excellent,21,8,12,8,No
45,Female,Married,Bachelor,Life Sciences,Human Resources,Human Resources,Travel_Rarely,9756,4,High,Low,High,Outstanding,5,0,0,3,No
30,Female,Single,Master,Technical Degree,Research Scientist,Research & Development,Travel_Frequently,4968,2,Low,Medium,Very High,Excellent,9,7,0,7,No
24,Male,Married,Bachelor,Medical,Human Resources,Human Resources,Travel_Frequently,2145,10,Very High,High,Very High,Excellent,2,2,2,1,No
30,Female,Divorced,Bachelor,Human Resources,Human Resources,Human Resources,Travel_Frequently,2180,8,Very High,Medium,High,Excellent,4,2,1,2,Yes
31,Male,Married,Bachelor,Technical Degree,Sales Executive,Sales,Travel_Rarely,8346,5,High,High,High,Excellent,5,2,0,2,No
27,Female,Single,Bachelor,Medical,Research Scientist,Research & Development,Travel_Rarely,3445,8,Very High,High,High,Excellent,6,2,1,4,No
29,Female,Single,Bachelor,Marketing,Sales Representative,Sales,Travel_Rarely,2760,9,Medium,Low,High,Excellent,2,2,2,2,Yes
29,Male,Single,Bachelor,Life Sciences,Healthcare Representative,Research & Development,Travel_Frequently,6294,1,High,Very High,Very High,Excellent,3,2,0,2,No
30,Male,Divorced,College,Marketing,Sales Executive,Sales,Travel_Rarely,7140,15,Low,Medium,Low,Excellent,7,7,1,7,No
34,Male,Married,Master,Medical,Research Scientist,Research & Development,Travel_Rarely,2932,2,Very High,Very High,Low,Excellent,5,0,1,2,No
33,Female,Single,Bachelor,Marketing,Sales Executive,Sales,Non-Travel,5147,2,Medium,High,Very High,Excellent,11,7,1,7,No
49,Female,Single,Master,Marketing,Sales Executive,Sales,Travel_Rarely,4507,11,Very High,High,High,Excellent,5,1,0,4,No
33,Female,Single,Bachelor,Life Sciences,Sales Executive,Sales,Travel_Rarely,8564,16,Low,High,High,Outstanding,0,0,0,0,Yes
38,Female,Married,College,Medical,Laboratory Technician,Research & Development,Travel_Frequently,2468,2,Medium,Medium,Medium,Excellent,6,1,0,5,No
31,Male,Married,Master,Marketing,Sales Executive,Sales,Travel_Rarely,8161,16,High,High,Low,Excellent,1,0,0,0,Yes
29,Female,Divorced,Bachelor,Technical Degree,Research Scientist,Research & Development,Travel_Rarely,2109,4,Low,Medium,High,Excellent,1,0,0,0,No
30,Male,Married,Bachelor,Life Sciences,Healthcare Representative,Research & Development,Travel_Rarely,5294,16,High,Very High,High,Excellent,7,0,1,7,No
32,Male,Single,Master,Technical Degree,Research Scientist,Research & Development,Non-Travel,2718,5,Medium,High,Medium,Excellent,7,7,0,7,No
38,Male,Married,Bachelor,Medical,Healthcare Representative,Research & Development,Travel_Rarely,5811,18,Very High,Low,High,Excellent,1,0,1,0,No
43,Male,Married,Bachelor,Technical Degree,Research Scientist,Research & Development,Travel_Frequently,2437,17,High,Medium,Very High,Excellent,1,0,0,0,Yes
42,Male,Divorced,Bachelor,Medical,Laboratory Technician,Research & Development,Travel_Rarely,2766,12,Medium,High,Medium,Outstanding,5,3,0,4,No
55,Male,Married,Bachelor,Medical,Research Director,Research & Development,Travel_Rarely,19038,2,Low,Medium,Medium,Excellent,1,0,0,0,No
33,Male,Divorced,Bachelor,Technical Degree,Research Scientist,Research & Development,Non-Travel,3055,4,Medium,High,Very High,Excellent,9,8,1,7,No
41,Male,Divorced,Master,Life Sciences,Laboratory Technician,Research & Development,Travel_Rarely,2289,9,Low,High,Medium,Outstanding,5,3,0,4,No
34,Male,Divorced,Bachelor,Life Sciences,Sales Executive,Sales,Non-Travel,4001,10,High,High,High,Excellent,15,14,0,7,No
53,Female,Married,Master,Medical,Manufacturing Director,Research & Development,Non-Travel,12965,1,High,Medium,Very High,Outstanding,3,2,0,2,No
43,Male,Single,Bachelor,Life Sciences,Human Resources,Human Resources,Travel_Rarely,3539,2,Very High,High,Medium,Excellent,9,7,1,8,No
34,Female,Single,College,Life Sciences,Sales Executive,Sales,Travel_Rarely,6029,3,Very High,Low,Low,Excellent,2,2,2,2,No
21,Male,Single,Below College,Marketing,Sales Representative,Sales,Travel_Rarely,2679,7,Medium,High,Medium,Excellent,1,0,1,0,Yes
38,Female,Married,College,Other,Laboratory Technician,Research & Development,Travel_Rarely,3702,6,High,Medium,Medium,Excellent,5,4,0,4,No
22,Female,Married,Below College,Medical,Laboratory Technician,Research & Development,Travel_Rarely,2398,8,Low,High,High,Excellent,1,0,0,0,Yes
31,Female,Married,Master,Marketing,Sales Executive,Sales,Travel_Rarely,5468,29,Very High,Medium,Low,Excellent,12,7,5,7,No
51,Female,Married,Bachelor,Technical Degree,Manager,Research & Development,Travel_Rarely,13116,3,High,High,Very High,Excellent,2,2,2,2,No
37,Male,Married,College,Marketing,Sales Executive,Sales,Travel_Rarely,4189,9,Medium,Medium,Low,Excellent,5,2,0,3,No
46,Male,Divorced,Master,Medical,Research Director,Research & Development,Travel_Rarely,19328,2,Very High,High,High,Excellent,2,1,2,2,No
36,Male,Married,Bachelor,Life Sciences,Healthcare Representative,Research & Development,Travel_Rarely,8321,10,Low,High,Very High,Excellent,12,8,5,7,No
44,Male,Divorced,College,Medical,Research Scientist,Research & Development,Travel_Frequently,2342,1,Medium,High,High,Excellent,5,3,2,3,Yes
37,Male,Divorced,College,Other,Human Resources,Human Resources,Travel_Rarely,4071,8,Medium,High,High,Excellent,10,0,4,7,No
35,Male,Single,Bachelor,Life Sciences,Sales Executive,Sales,Travel_Rarely,5813,27,Very High,High,Very High,Excellent,10,7,7,7,Yes
33,Male,Married,Master,Life Sciences,Research Scientist,Research & Development,Travel_Rarely,3143,8,Low,Very High,Medium,Excellent,10,8,7,6,No
28,Male,Married,Bachelor,Life Sciences,Research Scientist,Research & Development,Travel_Rarely,2044,1,Very High,High,High,Excellent,5,3,0,3,No
39,Male,Single,Below College,Medical,Research Director,Research & Development,Travel_Rarely,13464,10,High,High,High,Outstanding,4,3,2,2,No
46,Male,Single,College,Life Sciences,Sales Executive,Sales,Non-Travel,7991,26,Medium,Medium,High,Excellent,2,2,2,2,No
40,Female,Married,College,Life Sciences,Laboratory Technician,Research & Development,Travel_Rarely,3377,2,Low,High,Very High,Excellent,4,3,0,2,No
42,Male,Married,Bachelor,Medical,Healthcare Representative,Research & Development,Travel_Rarely,5538,13,Low,Very High,High,Excellent,0,0,0,0,No
35,Male,Divorced,College,Medical,Manufacturing Director,Research & Development,Non-Travel,5762,2,Very High,High,High,Excellent,7,7,1,7,No
38,Male,Divorced,Bachelor,Human Resources,Human Resources,Human Resources,Non-Travel,2592,2,Medium,High,Very High,Excellent,11,10,3,8,No
34,Male,Married,Master,Life Sciences,Laboratory Technician,Research & Development,Travel_Frequently,5346,9,Low,High,High,Excellent,7,1,0,7,Yes
37,Male,Single,Master,Medical,Manufacturing Director,Research & Development,Travel_Rarely,4213,10,Low,High,Medium,Excellent,10,3,0,8,Yes
39,Male,Divorced,Bachelor,Life Sciences,Sales Executive,Sales,Travel_Frequently,4127,20,Very High,High,Very High,Excellent,2,1,2,2,No
43,Male,Single,Bachelor,Life Sciences,Research Scientist,Research & Development,Non-Travel,2438,9,High,High,High,Excellent,3,2,1,2,No
41,Male,Single,Bachelor,Life Sciences,Healthcare Representative,Research & Development,Travel_Rarely,6870,5,Medium,Very High,Low,Excellent,3,2,1,2,No
41,Female,Divorced,Below College,Marketing,Sales Executive,Sales,Travel_Rarely,10447,4,High,High,Very High,Excellent,22,14,13,5,No
30,Female,Single,Bachelor,Medical,Manufacturing Director,Research & Development,Travel_Rarely,9667,10,High,High,Medium,Excellent,7,7,0,2,No
26,Female,Married,College,Medical,Human Resources,Human Resources,Travel_Rarely,2148,20,Medium,High,High,Excellent,5,1,1,4,Yes
46,Female,Married,College,Medical,Healthcare Representative,Research & Development,Travel_Rarely,8926,21,Medium,High,Very High,Outstanding,9,7,3,7,Yes
40,Female,Divorced,Bachelor,Life Sciences,Healthcare Representative,Research & Development,Travel_Rarely,6513,1,Very High,High,Very High,Excellent,5,3,0,3,No
34,Male,Married,College,Technical Degree,Sales Executive,Sales,Travel_Rarely,6799,8,High,Very High,High,Outstanding,10,8,4,8,No
58,Male,Divorced,Bachelor,Medical,Manager,Sales,Non-Travel,16291,2,Medium,High,Very High,Outstanding,16,9,14,14,No
35,Male,Married,Master,Medical,Laboratory Technician,Research & Development,Travel_Rarely,2705,23,High,Low,Medium,Excellent,5,4,0,3,No
47,Female,Divorced,Bachelor,Life Sciences,Manufacturing Director,Research & Development,Travel_Rarely,10333,4,Medium,Medium,High,Excellent,22,11,14,10,No
40,Female,Divorced,Bachelor,Life Sciences,Healthcare Representative,Research & Development,Travel_Rarely,4448,12,Low,High,Medium,Excellent,7,4,7,7,No
54,Female,Married,Master,Medical,Research Scientist,Research & Development,Travel_Rarely,6854,7,Very High,High,Medium,Excellent,7,1,1,7,No
31,Female,Married,Master,Marketing,Sales Executive,Sales,Travel_Frequently,9637,7,Low,High,Very High,Excellent,3,2,2,2,No
28,Female,Married,Bachelor,Medical,Research Scientist,Research & Development,Travel_Rarely,3591,1,Low,High,High,Outstanding,3,2,1,2,No
38,Female,Married,Master,Marketing,Sales Representative,Sales,Travel_Rarely,5405,2,Very High,Low,Low,Outstanding,4,2,0,3,No
26,Male,Single,Bachelor,Medical,Sales Executive,Sales,Travel_Rarely,4684,10,Very High,High,Low,Excellent,5,3,1,2,No
58,Male,Married,Master,Life Sciences,Research Director,Research & Development,Travel_Frequently,15787,15,High,High,Medium,Excellent,2,2,2,2,No
18,Female,Single,Bachelor,Medical,Research Scientist,Research & Development,Non-Travel,1514,14,High,High,High,Excellent,0,0,0,0,No
31,Male,Married,Doctor,Human Resources,Human Resources,Human Resources,Travel_Rarely,2956,18,Low,Very High,High,Excellent,1,0,0,0,Yes
29,Male,Divorced,Bachelor,Human Resources,Human Resources,Human Resources,Travel_Rarely,2335,13,Low,Medium,Very High,Excellent,2,2,2,0,Yes
45,Female,Married,Master,Life Sciences,Sales Executive,Sales,Non-Travel,5154,2,High,High,Medium,Outstanding,8,7,5,7,No
36,Female,Married,Master,Other,Research Scientist,Research & Development,Travel_Rarely,6962,2,Medium,High,Very High,Outstanding,1,0,0,0,No
43,Male,Married,Master,Life Sciences,Sales Executive,Sales,Travel_Frequently,5675,2,Very High,High,High,Outstanding,7,7,7,7,No
27,Female,Single,College,Life Sciences,Laboratory Technician,Research & Development,Travel_Frequently,2379,5,Very High,High,High,Excellent,5,4,0,2,No
29,Male,Married,Below College,Medical,Laboratory Technician,Research & Development,Travel_Frequently,3812,20,Very High,High,Medium,Excellent,11,8,3,10,No
32,Male,Single,Master,Marketing,Sales Executive,Sales,Travel_Frequently,4648,10,Very High,High,High,Excellent,0,0,0,0,No
42,Male,Married,Master,Technical Degree,Research Scientist,Research & Development,Non-Travel,2936,10,High,High,Medium,Outstanding,6,3,3,3,No
47,Female,Single,Master,Life Sciences,Laboratory Technician,Research & Development,Travel_Rarely,2105,9,High,High,High,Excellent,2,2,2,0,No
46,Male,Divorced,College,Life Sciences,Manufacturing Director,Research & Development,Travel_Rarely,8578,2,Very High,High,High,Excellent,9,8,4,7,No
28,Male,Divorced,College,Life Sciences,Human Resources,Human Resources,Non-Travel,2706,1,Very High,High,Medium,Excellent,3,2,2,2,No
29,Male,Divorced,Below College,Life Sciences,Healthcare Representative,Research & Development,Travel_Rarely,6384,29,High,Low,Very High,Excellent,7,0,1,6,No
42,Male,Single,Bachelor,Life Sciences,Laboratory Technician,Research & Development,Travel_Rarely,3968,8,High,High,Very High,Excellent,0,0,0,0,No
32,Male,Single,Master,Marketing,Sales Executive,Sales,Travel_Rarely,9907,2,Medium,Medium,High,Excellent,2,2,2,2,Yes
